shape	Ip	Fp	N_x	N_y	D	A	B	beta	E	COF	LCC	h_min
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.7	0.021007213409740186	282.0008681087452	2.2500499094503418e-05
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.8	0.013855667189055964	502.3036808318964	1.5000012483751053e-05
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.9	0.006620798425451223	1394.7375137447393	7.500957980357589e-06
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.91	0.006023510835229147	1612.7970569389727	6.750002212797101e-06
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.92	0.0054744186445169875	1877.7962977726559	6.000647428622268e-06
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.93	0.004927347729025701	2220.5704612091645	5.252277635962362e-06
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.94	0.004374394910437302	2682.8558005494287	4.500046229950579e-06
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.95	0.0038312156733475225	3336.8664689311654	3.7524653804312578e-06
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.96	0.0032755008411596656	4320.570056437397	3.0004578608878226e-06
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.97	0.0027114645263731554	5954.5530859827395	2.250615320680377e-06
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.98	0.0021444248423257975	9155.117703291411	1.5004959078576295e-06
R-36	120	1.0	4	10	0.0001005	0.0005	0.55	45	0.985	0.001831226530479527	12237.470920294096	1.1272147102182855e-06
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.1	0.3156828832258398	12.10418580463826	6.750013696673505e-05
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.2	0.15528010173330678	25.425827345828637	6.0000050551313e-05
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.3	0.09810827586438076	41.7560642625791	5.2500026544371134e-05
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.4	0.0669958282629416	63.82142293323554	4.500056675159964e-05
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.5	0.04670393210705894	96.55757890824242	3.750096130841225e-05
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.6	0.03220833835723743	150.32578965843402	3.0000547312583096e-05
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.7	0.021354253602921182	251.0549243599559	2.2501550656774912e-05
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.8	0.013025386697302448	483.04576224247455	1.5000487863859856e-05
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.9	0.0065127717575796315	1307.760300741881	7.5011627798892305e-06
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.91	0.00593190248079883	1505.5950558020015	6.750389799968933e-06
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.92	0.0053682579440821375	1757.511140451745	6.000002112286475e-06
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.93	0.004808187206298724	2087.752568973801	5.250989457135746e-06
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.94	0.004254848297725861	2536.322309786392	4.501000973604324e-06
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.95	0.0037011884521969533	3177.002454896197	3.7505508624238705e-06
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.96	0.0031571192334026335	4155.141621154056	3.0000486592376915e-06
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.97	0.002594113897474744	5818.673664185993	2.2500664572954434e-06
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.98	0.001999315931308014	9210.432651120373	1.5015316039361875e-06
R-37	120	0.23	4	6	1e-06	0.0005	0.55	45	0.985	0.0016852219758169424	12641.119258731831	1.1251551287142835e-06
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.1	0.31569287273126434	12.10973447087616	6.750011457214408e-05
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.2	0.15587610637476443	25.330670461621906	6.000019458548545e-05
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.3	0.09858801032327326	41.53034621308491	5.2500338016698076e-05
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.4	0.0673766098229156	63.393398928228294	4.5000008446624655e-05
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.5	0.047039340619300936	95.76819189747961	3.7500683854226634e-05
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.6	0.03249498999590376	148.79563392560956	3.0001640931534852e-05
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.7	0.02162051242455214	247.68727836324868	2.2501145327968227e-05
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.8	0.01327446555193158	473.4287534230162	1.5001621631101087e-05
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.9	0.006775077714047812	1254.9622345002465	7.500016033303949e-06
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.91	0.006201532430926038	1437.9976876242197	6.750194908071629e-06
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.92	0.005639800562797864	1668.4654154128668	6.001558331542361e-06
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.93	0.00509257413707616	1966.3884675426423	5.25080035066085e-06
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.94	0.0045549826510939565	2364.015739660396	4.500394521748707e-06
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.95	0.004022473391647305	2917.2866800089087	3.750346039689639e-06
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.96	0.003498750650307034	3735.701403489106	3.0009823465642873e-06
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.97	0.002973299681212264	5053.716814340001	2.250015906235922e-06
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.98	0.002420498467445234	7555.145389541647	1.5000375528926883e-06
R-38	120	0.23	4	6	0.0002	0.0005	0.55	45	0.985	0.002118458759033781	10004.650338514919	1.125123860525462e-06
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.1	0.31772745299249205	12.069767286593185	6.750000216141803e-05
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.2	0.15518909420418417	25.551136483529792	6.000046443754042e-05
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.3	0.09680854400515976	42.56311341655277	5.250000271767914e-05
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.4	0.06555675660366533	66.01670560562825	4.5000695021332956e-05
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.5	0.045533960154926355	100.6621954265697	3.750134154382483e-05
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.6	0.031490763962095235	156.9122375582317	3.000055915163118e-05
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.7	0.021231627454229494	257.88585839896496	2.250041614324857e-05
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.8	0.013687393862585122	468.1401790046062	1.5000016879376225e-05
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.9	0.006485612263477142	1330.3061952108344	7.500015048124827e-06
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.91	0.005905908554306488	1541.4824650235255	6.750852859228104e-06
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.92	0.005355467951244642	1802.215892321089	6.002446661216298e-06
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.93	0.004798834466631168	2143.4165659290625	5.2506923590030835e-06
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.94	0.004245549075356145	2607.519981846203	4.5001237326393545e-06
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.95	0.0036955181282335445	3269.979752673351	3.751793951829249e-06
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.96	0.0031377420385545716	4281.865837461758	3.000709406596877e-06
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.97	0.0025753191323239924	6001.680456145671	2.250352038225689e-06
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.98	0.001978730884602976	9505.086277677672	1.502354997541852e-06
R-39	120	1.0	4	6	1e-06	0.0005	0.55	45	0.985	0.0016618982414321993	13038.525992265535	1.1250001063320274e-06
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.1	0.323596604585196	11.894121260502613	6.750000207906175e-05
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.2	0.15825390080872412	25.280720419170702	6.0000416822888076e-05
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.3	0.09960713152988807	42.16953093249051	5.250001562280904e-05
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.4	0.0681239364598893	65.2165078237928	4.5000570349511675e-05
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.5	0.047809314251302984	98.98140564018118	3.7500000099901326e-05
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.6	0.033481628476511774	153.050715632835	3.0001623414503817e-05
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.7	0.023025353570585164	247.43531185460412	2.25019986177913e-05
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.8	0.015273872747563151	434.2917674379261	1.5001057476912148e-05
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.9	0.0070824651360840854	1258.559067619164	7.500743437094767e-06
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.91	0.006504640686864623	1443.6123619155812	6.7523749701767855e-06
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.92	0.005954821401982428	1668.859162302254	6.0005714934714175e-06
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.93	0.005403233489319031	1955.9969695812822	5.2501178341773035e-06
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.94	0.004861809323098153	2332.3382514205755	4.502005210432111e-06
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.95	0.004344260402854259	2842.9218501255004	3.750511834610456e-06
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.96	0.003843320069134333	3563.705212504563	3.0001748608411257e-06
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.97	0.0033797252350019373	4645.460017963511	2.252562861629645e-06
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.98	0.0029723616886583168	6377.770718132135	1.5011179849136135e-06
R-40	120	1.0	4	6	0.0002	0.0005	0.55	45	0.985	0.0026227049380957825	8338.113152574962	1.1275296143754193e-06
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.1	0.3014253736927836	12.708795394753661	6.750011665466947e-05
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.2	0.1490722881457144	26.535945017133443	6.000034743941392e-05
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.3	0.09436658235021357	43.46088976984248	5.250010848231991e-05
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.4	0.06457163738844081	66.2810809340619	4.50001837929878e-05
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.5	0.04511705780715614	100.04219772521955	3.7501320025221396e-05
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.6	0.031204475232054562	155.30986342304143	3.0000595349036577e-05
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.7	0.0207613166334145	258.3929552651179	2.2501313539313612e-05
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.8	0.012731757739871369	494.3354243396375	1.5000247131801518e-05
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.9	0.006434865122886404	1323.226453346583	7.501630593759389e-06
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.91	0.005871335994225224	1520.3098021889427	6.750647429687317e-06
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.92	0.0053254413437518544	1770.674655183346	6.0000098749387795e-06
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.93	0.004783222363048324	2097.329417960149	5.250790194754034e-06
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.94	0.004247642917108079	2538.889312314999	4.501093003259678e-06
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.95	0.003711741778275273	3165.3926640444533	3.7506145420251545e-06
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.96	0.0031841024340799272	4113.460348684891	3.0000017010251647e-06
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.97	0.0026427993448794123	5703.673192700206	2.250021891623757e-06
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.98	0.002074563207899109	8875.986651252511	1.5015670361262278e-06
R-41	120	0.23	4	6	0.0001005	0.0004	0.55	45	0.985	0.0017618150459151197	11996.969643690003	1.1258045373689518e-06
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.1	0.32085771246481604	11.911877016625741	6.750000001493986e-05
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.2	0.15905909174752345	24.791597680381976	6.0000001948773724e-05
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.3	0.10070428771118055	40.59388295484661	5.2500693103561085e-05
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.4	0.06885941510006231	61.962432937559676	4.5000007414915615e-05
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.5	0.048019627952221866	93.68118328096809	3.750047840454295e-05
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.6	0.03312486488486494	145.80336575950344	3.0001541225914417e-05
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.7	0.021964547545878055	243.46628229337807	2.2501047239898093e-05
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.8	0.013399744657958065	468.5112437990813	1.5001495975520881e-05
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.9	0.006700028250765127	1268.6918905337564	7.5003009116664316e-06
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.91	0.0061027801189061604	1460.6444129500464	6.750006862995269e-06
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.92	0.005517282385015993	1704.9785033024666	6.000361482251728e-06
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.93	0.004939594173640099	2025.0013967738482	5.252444263580266e-06
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.94	0.004373352809900881	2459.6337519329004	4.500164636128142e-06
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.95	0.0038129007315695325	3079.1764737431517	3.7518546170732273e-06
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.96	0.0032473466940159523	4023.0048921603425	3.0001932645732226e-06
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.97	0.0026737774754768823	5623.094938207237	2.250225343357068e-06
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.98	0.002074178481583299	8867.086656336069	1.5014826974647316e-06
R-42	120	0.23	4	6	0.0001005	0.0006	0.55	45	0.985	0.0017507735714146874	12115.14189108966	1.1254072611305204e-06
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.1	0.31135660378651603	12.398348645371353	6.750000000145753e-05
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.2	0.1521007274559146	26.41597786211428	6.000024986974449e-05
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.3	0.09563796555450196	44.10310403674105	5.2500374260188117e-05
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.4	0.06539140143975757	68.25047842376246	4.500060792375402e-05
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.5	0.0460079672833159	103.7176241435302	3.750057197403461e-05
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.6	0.032070420260512766	161.01926806411691	3.000000708186635e-05
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.7	0.02186728077454673	262.9745189259519	2.2500884106786707e-05
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.8	0.01420376916162706	472.2120693871373	1.5000002391841703e-05
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.9	0.006713954571368978	1334.9980441642567	7.5000000085161685e-06
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.91	0.006119274174967347	1541.8800850651626	6.750670005956063e-06
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.92	0.005554488697224364	1796.517292136822	6.002284006672847e-06
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.93	0.004986842215240321	2127.5217788392133	5.250660623954403e-06
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.94	0.0044297295657134165	2573.837761081425	4.5002163779000345e-06
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.95	0.003877657057652558	3203.260424121393	3.7511970650095202e-06
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.96	0.0033193561598766365	4149.571451976855	3.0017433279448137e-06
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.97	0.0027614254950858123	5712.924331370515	2.252052356446218e-06
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.98	0.0021856628974123316	8737.450846024682	1.5000002452556004e-06
R-43	120	1.0	4	6	0.0001005	0.0004	0.55	45	0.985	0.0018941829493114952	11615.40933836216	1.1260865483048804e-06
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.1	0.3370204080242059	11.475111656271471	6.750008462638431e-05
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.2	0.1636010897512001	24.580842565454933	6.0000373510598916e-05
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.3	0.10267291495807311	41.16940550133167	5.250000114010002e-05
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.4	0.0701154358935735	63.77847752498763	4.500000304473568e-05
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.5	0.049266691959777204	97.1900469552197	3.750083830436471e-05
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.6	0.03443560652892005	151.5546337487616	3.000050155678682e-05
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.7	0.023375733663779732	249.055108775821	2.2500919463227525e-05
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.8	0.015063319708983395	451.5719082639127	1.5000000965912204e-05
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.9	0.007007305694879438	1293.7130669131682	7.500129384986764e-06
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.91	0.006365688224920958	1497.900837049236	6.75131060762957e-06
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.92	0.005763645763073157	1749.8728486556406	6.0021400090743935e-06
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.93	0.0051599133589013005	2079.179110074734	5.250344179718572e-06
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.94	0.004560315528978806	2525.783415820018	4.500393188935256e-06
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.95	0.003968454044866664	3160.2054483179672	3.7510400008921247e-06
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.96	0.0033723911981555707	4125.445029288422	3.0016250697919186e-06
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.97	0.0027682421777193186	5745.734667347947	2.2513797106515797e-06
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.98	0.00215415911966056	8979.05946896038	1.5004284912581432e-06
R-44	120	1.0	4	6	0.0001005	0.0006	0.55	45	0.985	0.0018168727055366434	12166.245735128532	1.126534485369121e-06
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.1	0.31460551402816495	12.147872613348428	6.750014888711764e-05
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.2	0.15504155278150916	25.46931466984069	6.000018604902212e-05
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.3	0.09800961712423463	41.800680649493636	5.250000006020392e-05
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.4	0.06695198763931508	63.867201878520255	4.5000399599079794e-05
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.5	0.046681533266047626	96.60298175781286	3.750115924304378e-05
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.6	0.03219765510180878	150.36190527272518	3.0000665479130268e-05
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.7	0.02135331222172857	251.0473719733082	2.250169770115088e-05
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.8	0.013030384555038204	482.83916001798553	1.5000545295254995e-05
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.9	0.006519499810916171	1306.2754989206671	7.5011150556870404e-06
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.91	0.0059391253372950694	1503.7378363725247	6.750364138450939e-06
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.92	0.005374755957233346	1755.1424642263587	6.000004212120474e-06
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.93	0.004815047131931698	2084.7002386653603	5.251024559179592e-06
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.94	0.004261465049491034	2532.2979925348473	4.500968999911647e-06
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.95	0.003707449943796363	3171.5465393908894	3.7505736086267833e-06
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.96	0.003162413928137465	4147.322551864994	3.0000428505727923e-06
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.97	0.0025989157824284678	5806.672633449039	2.250059740394175e-06
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.98	0.0020039795079908663	9189.22070687727	1.501573177894197e-06
R-45	120	0.23	4	6	0.0001005	0.0005	0.1	45	0.985	0.0016891334275641297	12609.355171827778	1.1251383325374174e-06
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.1	0.15332619856081361	24.237902259819982	6.750018020617972e-05
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.2	0.10389324822467506	37.388104969836355	6.000005775449667e-05
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.3	0.074590875054362	54.46687890221284	5.250051120338946e-05
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.4	0.05450054433676364	78.13826908295296	4.500011167643923e-05
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.5	0.03954575167176313	113.81461272758344	3.750000424113324e-05
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.6	0.027975253754299878	172.9071193825003	3.0000338943520075e-05
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.7	0.018862182350018047	284.01165746757886	2.2501890744506045e-05
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.8	0.011653189669869458	539.7767782965528	1.5000782132176853e-05
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.9	0.005902157092858376	1442.0530959448456	7.502193505908408e-06
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.91	0.0053949510280301045	1656.7576318808576	6.751387421450899e-06
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.92	0.004888897472845486	1929.4205629269495	6.000150508426177e-06
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.93	0.004390909386589527	2284.8944015470656	5.250462893691898e-06
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.94	0.003900285114970099	2765.2551229649794	4.501369117502232e-06
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.95	0.003409101425793197	3445.8005878297386	3.7505545624806733e-06
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.96	0.00292972229774053	4475.013545388491	3.0000004519151244e-06
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.97	0.0024330790125544574	6196.199139604964	2.2501060471008358e-06
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.98	0.0019152904341124817	9616.771445358563	1.5008458779116662e-06
R-46	120	0.23	4	6	0.0001005	0.0005	1.0	45	0.985	0.0016316083811461516	12974.27209768546	1.126842343765455e-06
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.1	0.3203886149401735	12.021162448876984	6.750000017579876e-05
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.2	0.15687050517974482	25.516331765554877	6.0000442734940595e-05
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.3	0.09842657291783659	42.61139994678142	5.250044856472186e-05
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.4	0.0668885982870818	66.01406034271997	4.500031759896954e-05
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.5	0.04668104567508264	100.59738204678762	3.7501199383107964e-05
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.6	0.032346093464395625	156.79870581076932	3.0000576059090976e-05
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.7	0.021842960369024892	257.7030645119212	2.2500459134014385e-05
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.8	0.0140169899106321	468.05065091670775	1.5000013019783746e-05
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.9	0.006599060061020212	1328.574238605075	7.500007147321499e-06
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.91	0.006000743657403247	1539.3541840476114	6.750782548622416e-06
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.92	0.005435801139747821	1799.5142415247894	6.002318569867396e-06
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.93	0.004860424065844439	2139.887407508098	5.250768029522759e-06
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.94	0.0042966150917416075	2602.7562077835814	4.5000931929485035e-06
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.95	0.0037376104849201172	3263.306322586	3.7519210245892216e-06
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.96	0.0031721162042673183	4271.78732601784	3.0006355122828008e-06
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.97	0.002597890431624031	5985.230645676976	2.2503114359614717e-06
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.98	0.001999598471311088	9472.499607950987	1.5024039050829274e-06
R-47	120	1.0	4	6	0.0001005	0.0005	0.1	45	0.985	0.0016808054156628397	12986.130876282956	1.1250001623537313e-06
R-48	120	1.0	4	6	0.0001005	0.0005	1.0	45	0.1	0.39180676461163	9.410752045598946	6.750000006334572e-05
R-48	120	1.0	4	6	0.0001005	0.0005	1.0	45	0.2	0.17658428916879942	22.226202448259748	6.000000151024218e-05
R-48	120	1.0	4	6	0.0001005	0.0005	1.0	45	0.3	0.10890771257518224	38.17840647291819	5.250000130228929e-05
R-48	120	1.0	4	6	0.0001005	0.0005	1.0	45	0.4	0.07419858543390007	59.54629209246032	4.500008159666961e-05
R-48	120	1.0	4	6	0.0001005	0.0005	1.0	45	0.5	0.052505569451258935	90.12227123291713	3.750003167486854e-05
R-48	120	1.0	4	6	0.0001005	0.0005	1.0	45	0.6	0.03727688861365567	138.3488851094739	3.000160842550301e-05
R-48	120	1.0	4	6	0.0001005	0.0005	1.0	45	0.7	0.025984260145195743	221.323214101464	2.2500708444334648e-05
R-48	120	1.0	4	6	0.0001005	0.0005	1.0	45	0.8	0.017505480866090967	382.27899487489594	1.5000728646907365e-05
R-48	120	1.0	4	6	0.0001005	0.0005	1.0	45	0.9	0.006798315936018285	1329.2222630959438	7.500000133227419e-06
