shape	Ip	Fp	N_x	N_y	D	A	B	beta	E	COF	LCC	h_min
E-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.93	0.005098365085260095	1963.9270886204984	5.25240970491736e-06
E-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.94	0.004522563641765093	2380.5495038246777	4.500193487198908e-06
E-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.95	0.0039483584801638175	2975.9459814802367	3.7516358531990533e-06
E-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.96	0.0033667986684873595	3887.0033965337257	3.000063680814524e-06
E-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.97	0.00276819344524854	5443.460996360042	2.250009121839019e-06
E-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.98	0.0021291576304628065	8643.485371419276	1.5018580547444565e-06
E-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.985	0.0017872006045983877	11906.393351130879	1.1252322630496275e-06
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.1	0.3410293570890787	12.507826286911374	6.750007778957758e-05
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.2	0.16064942301492996	26.54384450424275	6.0000019495608295e-05
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.3	0.09814601505513311	43.86816019742391	5.250063158018686e-05
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.4	0.06534002577419486	67.3202495347986	4.5000039464949425e-05
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.5	0.04447614310258365	102.51419543625268	3.7500140344681674e-05
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.6	0.029948588385274675	161.31828564283012	3.0000101279911914e-05
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.7	0.0194134044938278	273.65032156758764	2.2500613937444626e-05
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.8	0.011658637659521777	536.7652511016296	1.500081723949911e-05
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.9	0.006070935374242845	1395.5272695655783	7.500506526741781e-06
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.91	0.005663981385587046	1566.4048463452439	6.7500781636098735e-06
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.92	0.005309845311564831	1763.5703549704554	6.0000725673037296e-06
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.93	0.005002189025895476	1988.383982126982	5.2510376966923365e-06
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.94	0.00475798708133117	2239.8368355004786	4.501663678866466e-06
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.95	0.0046302861870501835	2500.4923727749347	3.7506225760757123e-06
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.96	0.004897376828123167	2604.99839183666	3.001183279687952e-06
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.97	0.0041905751071830795	3428.8933117932183	2.250000586252998e-06
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.98	0.0031860032018052463	5693.23201689017	1.5015533387165296e-06
E-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.985	0.004541536579338686	4531.823589672846	1.1255028887456719e-06
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.1	0.3167799624012504	12.197593753478694	6.750004033606805e-05
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.2	0.1544491860131967	25.853035427513042	6.000000265759864e-05
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.3	0.09790289362240008	42.511581624702956	5.2500030236715525e-05
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.4	0.06763844177770956	64.88204754377111	4.500089895922103e-05
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.5	0.04796900019254165	97.74854682296595	3.750029411487169e-05
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.6	0.033816449734103846	151.01624267615	3.0000049919033e-05
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.7	0.022933323200448403	249.19296923465043	2.25006310201272e-05
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.8	0.014264270707259632	471.04073100155426	1.500021176974153e-05
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.9	0.007227765356837788	1243.8283007932896	7.5009717951781676e-06
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.91	0.006590739148901996	1428.0323041729068	6.750248414229934e-06
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.92	0.005959401165665078	1662.3905162615151	6.0000398455438356e-06
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.93	0.005342493421982775	1969.4163517385562	5.2513527220218175e-06
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.94	0.004716999848250132	2386.7907346820944	4.500672472043679e-06
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.95	0.004104215797529394	2983.6201613322064	3.750830621543882e-06
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.96	0.0034885319230243115	3896.702672235041	3.0000107748210045e-06
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.97	0.0028542880062421344	5456.662467670308	2.250063326754209e-06
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.98	0.002181311472617918	8662.563330148178	1.5010248645170114e-06
E-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.985	0.0018232854429776097	11934.540324118905	1.1256851718639715e-06
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.1	0.34127839638785756	11.28286228294951	6.750000106176881e-05
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.2	0.16317539731029596	24.467843782275946	6.00001546034259e-05
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.3	0.10313926017709714	40.72733167758979	5.2500014485035366e-05
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.4	0.0710779733312151	62.87862164451267	4.500016286554392e-05
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.5	0.049841049254561044	96.938429385827	3.750023390006474e-05
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.6	0.03520683811866028	151.02497660875704	3.0000966455356076e-05
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.7	0.02418929241899513	249.14664746929012	2.250131901602563e-05
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.8	0.01514407054745741	471.0021167805766	1.5000400889481806e-05
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.9	0.007627919605668482	1243.7924210502918	7.500856595645238e-06
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.91	0.006938489543032654	1428.0019776229747	6.750199083953853e-06
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.92	0.006259879875271261	1662.3645090073742	6.000059585985226e-06
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.93	0.005597451495782374	1969.3760544496304	5.251440092608158e-06
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.94	0.004928117568184505	2386.7805487434953	4.5006233563178256e-06
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.95	0.0042736530474671245	2983.592574642177	3.7508745090581633e-06
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.96	0.0036165834226645124	3896.6614971573176	3.0000074092455194e-06
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.97	0.0029457941953169122	5456.598467201355	2.250057310286843e-06
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.98	0.0022376848845397194	8662.531540082815	1.501040544978699e-06
E-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.985	0.0018639350393947934	11934.47164173002	1.1256762168475598e-06
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.1	0.45649235425538837	8.675547547706248	6.75002091377025e-05
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.2	0.21900963539096244	18.33455781302985	6.000022480320385e-05
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.3	0.1356987699450572	30.353169643832796	5.250000032721241e-05
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.4	0.09054320167776868	46.92225859984202	4.500008406241207e-05
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.5	0.06169898704015495	72.08119565003715	3.750016253610131e-05
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.6	0.04168549586050754	114.45430190768384	3.0000118411395056e-05
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.7	0.02699014065998589	196.29707130301006	2.2500077311356042e-05
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.8	0.01583233422390768	393.30562045671456	1.5000031413867303e-05
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.9	0.007468578125935531	1132.5509970622732	7.500780456223421e-06
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.91	0.006764793565639807	1311.567782256808	6.751484715600344e-06
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.92	0.006094797884122361	1538.5865598434366	6.0022738129405305e-06
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.93	0.0054473237136374985	1832.031058834613	5.250607434774617e-06
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.94	0.004831944858209547	2221.1522944933445	4.500053575482904e-06
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.95	0.00425340412743842	2752.607114418795	3.752618543405478e-06
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.96	0.0037160532314333412	3503.1455609672817	3.000055554773942e-06
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.97	0.003243199693485832	4610.381284157683	2.250097564425682e-06
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.98	0.002685686758859285	6816.931058281397	1.50072741573867e-06
E-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.985	0.002135068380400474	9903.843555168422	1.1256826494636245e-06
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.1	0.2981253783052354	13.781547268282537	6.750010808384278e-05
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.2	0.14272926871584027	28.869668442471266	6.0000085734056154e-05
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.3	0.08818271041248686	47.3795840492624	5.250005544725709e-05
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.4	0.059231773077461254	72.33735338675416	4.5000560590561374e-05
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.5	0.04093005762241741	109.16519220732312	3.750126569485342e-05
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.6	0.028437171446645242	169.03048996837936	3.0000492799657896e-05
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.7	0.019072631689280094	280.0972756483344	2.2500738571742842e-05
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.8	0.011762045920790706	533.6784639283835	1.5000000717562539e-05
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.9	0.00603097188788668	1405.744991651282	7.501038723747929e-06
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.91	0.005538719782898787	1605.2736547761697	6.751947048185352e-06
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.92	0.0050633244355867656	1852.6549821441786	6.001656753753892e-06
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.93	0.004607361640098405	2164.586845750829	5.25024561274961e-06
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.94	0.004175552298065264	2565.6203446522527	4.500359007011589e-06
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.95	0.0037774178131037696	3091.5795805510525	3.7514478608963033e-06
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.96	0.003418170954046358	3795.661230776811	3.000786637318395e-06
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.97	0.0031337451102649593	4751.850429521634	2.2503554097971194e-06
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.98	0.0029760556587352448	6070.761266557571	1.5023107920127813e-06
E-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.985	0.002897352099804935	7167.939840730288	1.1258850210911967e-06
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.1	0.458501724656287	8.299715241093237	6.750002151090956e-05
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.2	0.22194366832732632	17.685512456914406	6.0000366482060405e-05
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.3	0.13944820854679507	29.247109654494484	5.250023614861222e-05
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.4	0.09379124314250345	45.51695254315831	4.500063034528428e-05
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.5	0.06468115033043934	70.04726027908893	3.7500073142617394e-05
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.6	0.04433216076751721	110.14640003233994	3.0000223455793935e-05
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.7	0.029094785777670384	186.35056765632925	2.250004974654898e-05
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.8	0.01743945309392743	365.2830629234672	1.5000009927406093e-05
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.9	0.00841556981445221	1023.7194849728338	7.501910885360785e-06
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.91	0.007622938764647785	1185.3874088059847	6.751973496280083e-06
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.92	0.006842475513509176	1392.7123361096399	6.00061067629368e-06
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.93	0.00608350356933001	1666.6830392077093	5.250008111896092e-06
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.94	0.005334758395413245	2042.8823106466564	4.501648534390626e-06
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.95	0.004588768956565931	2586.3555149583326	3.750164193741864e-06
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.96	0.0038530892460613524	3429.80448895947	3.0024244364749233e-06
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.97	0.003104790231765701	4889.416033925095	2.252046616284589e-06
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.98	0.0023371986207965517	7934.105790844549	1.5009032985700026e-06
E-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.985	0.0019297956952401662	11083.875623412412	1.1251425737644538e-06
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.1	0.29947134132283026	12.87996502317554	6.750004560302937e-05
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.2	0.14414777571973275	27.74086989995824	6.000012803634704e-05
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.3	0.09136005864338857	46.000150536341025	5.2500237928769306e-05
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.4	0.06321389573638142	70.80844574774271	4.500072197856121e-05
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.5	0.044862941100507744	108.11660375572701	3.750038929724069e-05
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.6	0.032218688758747685	166.25023222577445	3.0000014349490862e-05
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.7	0.022344835845898466	271.98813456139004	2.250009888206651e-05
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.8	0.014214086437161697	508.01934666805346	1.500006599080903e-05
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.9	0.007260479882831152	1318.0913429570878	7.502281909759272e-06
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.91	0.0066219129628115655	1509.8456344005997	6.75143906624942e-06
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.92	0.005988520981890786	1753.4722096568105	6.0002253203031956e-06
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.93	0.005360935462696133	2072.0427180508163	5.250274242586161e-06
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.94	0.004737450618370438	2504.2724717484134	4.502023696906279e-06
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.95	0.00410843190819092	3120.4861518522816	3.7501197755235275e-06
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.96	0.00348563762676498	4063.8958557707524	3.0003431172552025e-06
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.97	0.002848004486521447	5669.571099177467	2.2504420765183357e-06
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.98	0.0021689803766258824	8958.734485429213	1.5004575857129968e-06
E-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.985	0.0018110510785827893	12311.05121899035	1.1262195463129203e-06
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.1	0.31961572014403744	12.54740015121	6.750017652337147e-05
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.2	0.15224515315491244	26.46386670525062	6.000003986981335e-05
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.3	0.09442023133620439	43.607135478368825	5.2500255048717554e-05
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.4	0.06344001216755721	66.91632529654076	4.5001134283988665e-05
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.5	0.04397908956600041	101.68988484896778	3.750070761579397e-05
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.6	0.030395400923327476	158.98332297045783	3.000034533794767e-05
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.7	0.02005499261481615	267.2985145457415	2.2501311960854075e-05
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.8	0.01207943501917116	521.3006807724829	1.5000605930959386e-05
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.9	0.005840060933752987	1459.7634420516276	7.50077189292918e-06
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.91	0.005294341372671072	1690.7644009505477	6.750203543053234e-06
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.92	0.00475291834485332	1987.5294991384162	6.000032186298906e-06
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.93	0.004224001386365234	2379.8264316863147	5.251102743629599e-06
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.94	0.0037043971905457948	2918.350679631613	4.501119632030958e-06
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.95	0.0031912816909951936	3695.321442799157	3.7502469917069066e-06
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.96	0.0026777806992217914	4899.558811419395	3.000497375136962e-06
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.97	0.0021654096787930015	6967.953551278113	2.2513741080981333e-06
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.98	0.0016440661192602254	11238.741062458943	1.5001206232604313e-06
E-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.985	0.0013706445860266518	15568.444319081702	1.1257430893123836e-06
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.1	0.33402699837649136	12.300003973108526	6.750006349669358e-05
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.2	0.15939066495088755	25.867173989454304	6.0000104555309805e-05
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.3	0.09834360335927395	42.52774619992005	5.250013990923292e-05
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.4	0.06590434562192506	65.06373720426876	4.500089211079274e-05
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.5	0.045390862320923105	98.41206061563796	3.7500959370841785e-05
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.6	0.03148395732636216	152.5567266720365	3.000040757894362e-05
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.7	0.02117059298734702	251.88033499216328	2.2500711815724573e-05
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.8	0.013362524677672618	468.58549618248855	1.500003289135033e-05
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.9	0.007855279275124935	1076.4590440240459	7.500011390529609e-06
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.91	0.007464532402486951	1186.9707377612694	6.7500159306764834e-06
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.92	0.007120622561194902	1313.0833496615007	6.0002319273289055e-06
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.93	0.0068262174135204304	1455.8569019994136	5.2510919546551595e-06
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.94	0.006580482454491435	1622.2818144709468	4.502344435214567e-06
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.95	0.006327291686501702	1838.5764120233061	3.7515167325899514e-06
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.96	0.0058869271301579245	2195.0981001309024	3.0010294250030515e-06
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.97	0.005068054210649912	2937.0057065864426	2.2502492313231562e-06
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.98	0.003926784078182866	4621.981002222758	1.5014171530149472e-06
E-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.985	0.003302099209668516	6310.239659290527	1.1263311842677092e-06
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.1	0.317574407328842	12.059001236558517	6.7500050777833e-05
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.2	0.1564085943552325	25.375829459494227	6.000000692648415e-05
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.3	0.09918852877067041	41.750248312677556	5.250001002886556e-05
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.4	0.06815758280202956	63.646663625518926	4.50004031697734e-05
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.5	0.04731329896242765	97.57476758381985	3.7500004840224416e-05
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.6	0.03302507098299396	151.03756358934973	3.0000008198808197e-05
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.7	0.022247163376571347	249.20928056547595	2.2500520686578897e-05
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.8	0.013802410784379522	471.05448103045325	1.5000180209175985e-05
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.9	0.0070322235501619175	1243.8410782405358	7.500996415514621e-06
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.91	0.006415388093031989	1428.0438948125325	6.7502592379873234e-06
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.92	0.005807378415217432	1662.40115821628	6.000036276200015e-06
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.93	0.005213202244364089	1969.4299910762486	5.251335137601731e-06
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.94	0.0046094141098503285	2386.797966573031	4.500682840932243e-06
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.95	0.004017796158672037	2983.630872076613	3.7508216901723147e-06
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.96	0.003421838319105209	3896.716290045524	3.00001154998179e-06
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.97	0.002805779486970768	5456.680426431519	2.250064614363295e-06
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.98	0.0021499940544379356	8662.574383357642	1.5010216079298616e-06
E-15	240	0.615	4	6	1e-06	0.0005	0.55	45	0.985	0.001800471422798802	11934.55889093191	1.125687051919566e-06
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.1	0.32598722780183315	11.730113207832934	6.750000588621662e-05
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.2	0.15876503990277838	25.042023155229575	6.0000002263988186e-05
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.3	0.10104508971671487	41.30455264419561	5.250066514735505e-05
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.4	0.06962021573010801	63.71622421374275	4.5000033209298846e-05
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.5	0.04902565611198087	97.6212902093016	3.750012876600131e-05
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.6	0.034758168170473634	151.01568154422444	3.0000063582431218e-05
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.7	0.023656438486375643	249.1903688706652	2.25006674445807e-05
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.8	0.014760855624942835	471.0367791555454	1.5000224874571367e-05
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.9	0.007458853687495731	1243.8226640896241	7.5009594444038896e-06
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.91	0.006790446576806855	1428.0270386570257	6.750242821088567e-06
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.92	0.0061332116471285916	1662.3855119020604	6.000041858279123e-06
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.93	0.005491085635638239	1969.4093766896415	5.251362641234269e-06
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.94	0.004840084138215282	2386.7871360127274	4.500666416858193e-06
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.95	0.004202633595203727	2983.614144993273	3.7508360713416785e-06
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.96	0.0035644814548483725	3896.694376846498	3.0000102983636227e-06
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.97	0.002908545937219202	5456.6508162269965	2.250062487309187e-06
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.98	0.002215631850242859	8662.555678522283	1.5010271310166077e-06
E-16	240	0.615	4	6	0.0002	0.0005	0.55	45	0.985	0.0018488269713913244	11934.526902876585	1.1256838334578272e-06
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.1	0.31616023097004753	13.056084403182512	6.750005932369561e-05
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.2	0.1506566756750827	27.4607466458347	6.0000005469455246e-05
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.3	0.09287770543618049	45.15840613786177	5.2500500856925665e-05
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.4	0.06219536967753739	69.13182521002598	4.5000855032978e-05
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.5	0.04278806005917942	104.7130143999147	3.7500564339936046e-05
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.6	0.02959205915435551	162.87914182495857	3.00002100149766e-05
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.7	0.019720362298655748	271.4512935134865	2.2500658896083763e-05
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.8	0.012091216369980064	520.3109226918269	1.5000028084429685e-05
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.9	0.0062060125406316145	1368.913047704057	7.501501689481129e-06
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.91	0.00571696149790259	1560.3318501257643	6.7525478775195455e-06
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.92	0.00524131927500538	1795.4991651290218	6.001217858342561e-06
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.93	0.004791011794013076	2088.843624024478	5.25011327014361e-06
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.94	0.004370770656990855	2460.934332567631	4.500542780816546e-06
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.95	0.003988575817400957	2938.708165302284	3.751200219204792e-06
